Date,Month,Store Visits,Marketing_Spend,Discount_Percentage,Competitor_Price_Index,Sales_Revenue
03-11-2033,2033-11,10450,245963,6.4,101,1900000
04-11-2033,2033-11,10609,285844,11.6,102.3,1601927
05-11-2033,2033-11,7689,125675,0.1,103.8,1165249
06-11-2033,2033-11,10575,216285,4.5,92.3,1361899
07-11-2033,2033-11,9257,291220,8.5,94.3,1554617
08-11-2033,2033-11,10488,150269,8.9,97.9,1595205
09-11-2033,2033-11,10753,277474,5,93.2,1900000
10-11-2033,2033-11,10510,81854,6.7,103.9,1468333
11-11-2033,2033-11,8135,267416,11.7,98.5,1834431
12-11-2033,2033-11,8921,238823,10.5,99,1895927
13-11-2033,2033-11,9340,141540,11.1,90.1,1235133
14-11-2033,2033-11,10202,258507,0.9,93.1,1347624
15-11-2033,2033-11,8621,204585,9.4,101.2,1742325
16-11-2033,2033-11,9945,265659,10.6,90.3,1801862
17-11-2033,2033-11,9103,120985,10.6,95.2,1496716
18-11-2033,2033-11,10970,201520,6.8,91.9,1900000
19-11-2033,2033-11,7316,131909,5.9,101.9,1358121
20-11-2033,2033-11,7429,215653,11.4,91.2,1283859
21-11-2033,2033-11,7739,96173,11.5,102.9,1269069
22-11-2033,2033-11,10882,283195,11.7,94.5,1486712
23-11-2033,2033-11,7846,250696,8.5,102.8,1304227
24-11-2033,2033-11,9803,189603,6.4,101.8,1163831
25-11-2033,2033-11,7207,94578,4.7,102,1000000
26-11-2033,2033-11,7771,138654,4.5,92,1291183
27-11-2033,2033-11,10905,299267,1,95.3,1900000
28-11-2033,2033-11,7302,164073,3.6,91.4,1577825
29-11-2033,2033-11,10966,286605,10.9,90.1,1396512
30-11-2033,2033-11,7917,298272,4.3,100.7,1900000
01-12-2033,2033-12,8559,110342,6.3,92.4,1108510
02-12-2033,2033-12,8645,205496,4.3,98,1380776
03-12-2033,2033-12,10031,211910,10.3,97.2,1503176
04-12-2033,2033-12,11293,165441,1.3,103.1,1076497
05-12-2033,2033-12,9110,154801,0.8,94.1,1131287
06-12-2033,2033-12,9259,288695,11.3,96.1,1801992
07-12-2033,2033-12,9368,173397,2.6,93.3,1450425
08-12-2033,2033-12,10930,159449,1.2,92.4,1124368
09-12-2033,2033-12,7996,233837,8.2,90.7,1526993
10-12-2033,2033-12,10273,276314,3.3,92.5,1891157
11-12-2033,2033-12,10104,208697,11.7,91.1,1900000
12-12-2033,2033-12,11292,128097,7.8,102.4,1378861
13-12-2033,2033-12,9246,117341,2.3,95.9,1076041
14-12-2033,2033-12,10818,189149,6.2,102.4,1767118
15-12-2033,2033-12,11135,114286,5.6,90.1,1225341
16-12-2033,2033-12,8050,147321,2.8,98.2,1000000
17-12-2033,2033-12,9009,290811,3.4,98.6,1716066
18-12-2033,2033-12,7643,156010,9,95,1234682
19-12-2033,2033-12,8268,198846,7.7,91.5,1613454
20-12-2033,2033-12,8090,156059,8.9,94.5,1406204
21-12-2033,2033-12,10126,279774,0.6,95.7,1376469
22-12-2033,2033-12,7936,260502,1.2,90.8,1779465
23-12-2033,2033-12,8418,232365,10.8,91.6,1689365
24-12-2033,2033-12,11017,255431,8.6,99.9,1900000
25-12-2033,2033-12,10490,183079,0.5,96,1118359
26-12-2033,2033-12,7713,270745,9.1,99.7,1387598
27-12-2033,2033-12,8304,153375,2.4,102,1000000
28-12-2033,2033-12,9901,287699,1.6,96.5,1817425
29-12-2033,2033-12,9736,117774,6,101.1,1000000
30-12-2033,2033-12,7556,294106,3.7,91,1348457
31-12-2033,2033-12,10255,107446,9.7,95.9,1397133
01-01-2034,2034-01,7427,169189,3.5,95.9,1637364
02-01-2034,2034-01,10798,181088,0.7,98.9,1725535
03-01-2034,2034-01,11091,211601,7.4,103.9,1264661
04-01-2034,2034-01,9483,186610,8.4,103.3,1009224
05-01-2034,2034-01,7548,180940,0.7,94.9,1721068
06-01-2034,2034-01,8191,148849,2.1,103.4,1664615
07-01-2034,2034-01,7446,121576,10,99.2,1596042
08-01-2034,2034-01,7494,143068,3.4,95.1,1367153
09-01-2034,2034-01,10945,108783,9.1,103.7,1203660
10-01-2034,2034-01,8626,187830,3.6,97,1290463
11-01-2034,2034-01,10494,216788,2.2,90.4,1484630
12-01-2034,2034-01,11283,279294,8.3,100.9,1900000
13-01-2034,2034-01,7523,172808,9,100.4,1619545
14-01-2034,2034-01,10479,132800,2.3,103.8,1538228
15-01-2034,2034-01,10780,262537,9.7,101.9,1785997
16-01-2034,2034-01,11250,105648,9.5,96.7,1002985
17-01-2034,2034-01,9646,137582,11.6,99.3,1752304
18-01-2034,2034-01,7288,240271,7.9,94.9,1330486
19-01-2034,2034-01,9472,243481,10.6,103.9,1440309
20-01-2034,2034-01,7353,265925,2,104.2,1424363
21-01-2034,2034-01,10813,92758,1.3,104.6,1651125
22-01-2034,2034-01,9896,129199,1.8,103.2,1623506
23-01-2034,2034-01,7385,243937,10.9,91.7,1643068
24-01-2034,2034-01,7233,231822,7.1,93.7,1057497
25-01-2034,2034-01,10758,231405,4.3,92,1900000
26-01-2034,2034-01,10281,183082,3,96.6,1057576
27-01-2034,2034-01,10690,82811,7.4,90.2,1000000
28-01-2034,2034-01,9930,133572,1.4,97.1,1086383
29-01-2034,2034-01,7728,194943,6.3,101.7,1460693
30-01-2034,2034-01,7277,282111,0.2,90.6,1277244
31-01-2034,2034-01,9920,217329,8.4,97.7,1834195
01-02-2034,2034-02,8677,104874,3,91.2,1516405
02-02-2034,2034-02,10029,95165,6.5,104.1,1506918
03-02-2034,2034-02,8441,143600,3.5,103.9,1000000
04-02-2034,2034-02,8361,235542,1.8,94.3,1085912
05-02-2034,2034-02,9864,249807,5,99.8,1564641
06-02-2034,2034-02,8508,217368,6.8,93.5,1346198
07-02-2034,2034-02,8982,119386,5.5,101.8,1000000
08-02-2034,2034-02,9290,202930,8.7,99.2,1364384
09-02-2034,2034-02,8684,282918,9.9,90.6,1900000
10-02-2034,2034-02,9864,211213,7.6,93.7,1598717
11-02-2034,2034-02,10350,173315,3.7,94.9,1303496
12-02-2034,2034-02,11069,87821,2.4,102.1,1126949
13-02-2034,2034-02,7835,150349,1.9,102.8,1000000
14-02-2034,2034-02,10002,119164,4.2,97,1314617
15-02-2034,2034-02,10772,176783,4.6,90.6,1772362
16-02-2034,2034-02,10734,174043,4.5,90.2,1713149
17-02-2034,2034-02,8771,87052,3.9,91.9,1074664
18-02-2034,2034-02,10307,221605,9.4,103.7,1755835
19-02-2034,2034-02,9610,142068,4.6,92.3,1084606
20-02-2034,2034-02,10093,185598,8.2,94.7,1078578
21-02-2034,2034-02,7207,299037,7.9,95.3,1592986
22-02-2034,2034-02,9999,101788,6.9,102.1,1028039
23-02-2034,2034-02,8122,161814,5.5,94.6,1561657
24-02-2034,2034-02,9564,96433,3.7,95.9,1000000
25-02-2034,2034-02,8361,270722,8.6,92.7,1900000
26-02-2034,2034-02,7597,211904,10.1,101.2,1150051
27-02-2034,2034-02,10969,205998,5.8,94.5,1693325
28-02-2034,2034-02,10142,147063,1,90.5,1680476
01-03-2034,2034-03,7463,174024,9.8,100.7,1614590
02-03-2034,2034-03,8817,268742,10.5,104.8,1302659
03-03-2034,2034-03,8636,240526,1.7,99.2,1614272
04-03-2034,2034-03,10261,110721,8.8,90.7,1441870
05-03-2034,2034-03,9424,150438,4.4,96.5,1681198
06-03-2034,2034-03,7287,254521,8.2,101.8,1851662
07-03-2034,2034-03,8893,123435,0.2,103.1,1010347
08-03-2034,2034-03,10573,94082,4.1,103.1,1327250
09-03-2034,2034-03,10801,207186,0.3,95.6,1781260
10-03-2034,2034-03,7916,265891,0.6,100.7,1312781
11-03-2034,2034-03,11042,127871,3.9,90.1,1437909
12-03-2034,2034-03,8347,290297,3.3,99.2,1900000
13-03-2034,2034-03,9599,287213,1,95,1580253
14-03-2034,2034-03,10931,187670,8,103.6,1900000
15-03-2034,2034-03,7569,131345,11.1,104.5,1000000
16-03-2034,2034-03,11283,225079,4.9,93.1,1374784
17-03-2034,2034-03,11300,149748,2.1,91,1476444
18-03-2034,2034-03,10049,86264,9.2,96.7,1355408
19-03-2034,2034-03,10296,164471,6.8,100.6,1753182
20-03-2034,2034-03,7696,194398,1,93.1,1000000
21-03-2034,2034-03,10877,292460,10.2,94.6,1796795
22-03-2034,2034-03,9432,249210,0.6,102.8,1900000
23-03-2034,2034-03,10227,236163,3.1,90.8,1343923
24-03-2034,2034-03,7857,140294,6.1,95.7,1197060
25-03-2034,2034-03,8217,252232,1.7,92.1,1220503
26-03-2034,2034-03,10287,173514,0.3,90.2,1318113
27-03-2034,2034-03,10298,242827,5,94.5,1445157
28-03-2034,2034-03,9408,260049,6.3,92.4,1791495
29-03-2034,2034-03,9919,182582,2.8,91,1437292
30-03-2034,2034-03,11454,205218,10.5,95.5,1443692
31-03-2034,2034-03,10470,258693,7.1,98,1900000
01-04-2034,2034-04,11119,98212,10.5,93.6,1071515
02-04-2034,2034-04,8539,165847,9.2,92,1684669
03-04-2034,2034-04,11112,223973,8.8,99.8,1516420
04-04-2034,2034-04,7874,165167,1.8,98.4,1700570
05-04-2034,2034-04,7369,83728,1.2,104,1000000
06-04-2034,2034-04,7713,151723,8.9,104.1,1425506
07-04-2034,2034-04,9371,190181,6.8,93.4,1174935
08-04-2034,2034-04,9538,260295,10,102.3,1714278
09-04-2034,2034-04,8397,122846,9.8,95.6,1276644
10-04-2034,2034-04,8940,112778,3.4,98.2,1310807
11-04-2034,2034-04,11092,265670,10.1,93.1,1900000
12-04-2034,2034-04,11477,248602,11.6,92,1664260
13-04-2034,2034-04,8362,216518,2.1,104.6,1054583
14-04-2034,2034-04,8280,280356,5.2,91.9,1270281
15-04-2034,2034-04,9303,186461,3.1,96.7,1358983
16-04-2034,2034-04,10816,235284,10.1,97.7,1555090
17-04-2034,2034-04,11323,238843,2.9,96.4,1497738
18-04-2034,2034-04,11139,218301,6.9,94.1,1857265
19-04-2034,2034-04,9017,282952,10.1,101.3,1462406
20-04-2034,2034-04,8638,217483,6.1,92.4,1313641
21-04-2034,2034-04,8825,186824,1.8,90.5,1049375
22-04-2034,2034-04,9971,267596,2.5,94.5,1859038
23-04-2034,2034-04,10084,204844,0.5,99.6,1506133
24-04-2034,2034-04,7255,206669,7.4,100,1189948
25-04-2034,2034-04,9677,290395,1.3,96.6,1382042
26-04-2034,2034-04,7876,282626,3,96.2,1858306
27-04-2034,2034-04,7523,157728,10.3,96.6,1129858
28-04-2034,2034-04,10169,261390,1.8,101.9,1414213
29-04-2034,2034-04,9498,228652,7.1,90,1900000
30-04-2034,2034-04,10043,194254,10.8,97.9,1263537
01-05-2034,2034-05,10237,187896,5.1,91.2,1042378
02-05-2034,2034-05,9282,240968,3.5,98.8,1513916
03-05-2034,2034-05,8397,180351,8.7,96.9,1695730
04-05-2034,2034-05,9029,238570,8.5,103,1752958
05-05-2034,2034-05,11380,120357,1.8,93.2,1687785
06-05-2034,2034-05,8092,88524,5.5,90.2,1269327
07-05-2034,2034-05,9586,115228,0.3,94.8,1704867
08-05-2034,2034-05,8474,222928,6.6,93,1857265
09-05-2034,2034-05,9897,106742,10.7,95.7,1583789
10-05-2034,2034-05,7617,187467,11.7,99.8,1059143
11-05-2034,2034-05,9572,189778,8.5,103.5,1111874
12-05-2034,2034-05,11015,218195,4.4,91,1858714
13-05-2034,2034-05,7904,181798,1.1,103.7,1424397
14-05-2034,2034-05,10669,201781,5.7,100.8,1900000
15-05-2034,2034-05,10578,160151,5.3,104,1672030
16-05-2034,2034-05,9074,268828,1,103.3,1605315
17-05-2034,2034-05,8105,241837,7.1,96.4,1496115
18-05-2034,2034-05,7912,180887,9.8,95.1,1071935
19-05-2034,2034-05,8811,275259,8.2,90.2,1900000
20-05-2034,2034-05,8072,246163,1.5,95.4,1215602
21-05-2034,2034-05,7978,262796,7.5,93.8,1342482
22-05-2034,2034-05,7796,169880,11.7,92.5,1461302
23-05-2034,2034-05,9914,160751,5.6,103,1762800
24-05-2034,2034-05,10719,146957,2.4,99.4,1649029
25-05-2034,2034-05,8169,256467,8,99.8,1617969
26-05-2034,2034-05,7353,186491,9.1,92.8,1008890
27-05-2034,2034-05,11325,251331,4.3,103.3,1851926
28-05-2034,2034-05,8763,161990,2.5,95.9,1520821
29-05-2034,2034-05,7451,293751,1.6,95.9,1213318
30-05-2034,2034-05,10065,272662,6.9,96.9,1900000
31-05-2034,2034-05,9382,88412,8.3,94.5,1000000
01-06-2034,2034-06,8563,101345,11.1,104.2,1626412
02-06-2034,2034-06,10852,217603,6.8,93.9,1249956
03-06-2034,2034-06,9151,150588,4.5,95.2,1567816
04-06-2034,2034-06,7260,108998,11.8,93.9,1315777
05-06-2034,2034-06,11101,197970,11.2,90.2,1813490
06-06-2034,2034-06,9120,195737,3.6,101,1203273
07-06-2034,2034-06,8358,180846,7.3,101.9,1277587
08-06-2034,2034-06,8910,264427,10.4,95.2,1766920
09-06-2034,2034-06,9402,172181,7.9,100.2,1365870
10-06-2034,2034-06,7534,245546,8.9,99.4,1323536
11-06-2034,2034-06,10462,98353,11.8,103.6,1093446
12-06-2034,2034-06,9261,249455,9.1,100.1,1169688
13-06-2034,2034-06,9948,141311,0.8,90.4,1734323
14-06-2034,2034-06,8836,133579,3.6,100,1036627
15-06-2034,2034-06,10524,98416,3.9,102.1,1290441
16-06-2034,2034-06,9913,173225,1.1,97.5,1237037
17-06-2034,2034-06,11361,135637,10.6,97.1,1133529
18-06-2034,2034-06,11420,92024,0.7,91.7,1000000
19-06-2034,2034-06,8155,175708,10.6,90.3,1579389
20-06-2034,2034-06,8229,106328,9.2,100.3,1079230
21-06-2034,2034-06,7676,134054,10.2,98.2,1616481
22-06-2034,2034-06,10730,166187,9.6,103.1,1106051
23-06-2034,2034-06,10795,191627,3.9,91,1900000
24-06-2034,2034-06,11273,164472,0,102,1418710
25-06-2034,2034-06,10111,130075,4.7,99.6,1634299
26-06-2034,2034-06,7852,99930,7.8,102.6,1470310
27-06-2034,2034-06,7940,298987,11.9,99.7,1900000
28-06-2034,2034-06,9038,88292,10.7,91.7,1608622
29-06-2034,2034-06,9397,223414,8.2,102.3,1119291
30-06-2034,2034-06,7948,288183,5.5,94.3,1452147
01-07-2034,2034-07,8124,199663,6.3,99.5,1306149
02-07-2034,2034-07,9767,110863,9.3,96.2,1279069
03-07-2034,2034-07,9440,230714,5,98.1,1890749
04-07-2034,2034-07,7287,143292,0.3,98.6,1000000
05-07-2034,2034-07,10384,155577,9.9,97.2,1004584
06-07-2034,2034-07,8923,253379,8,93,1485224
07-07-2034,2034-07,11436,187252,6.1,104.6,1512516
08-07-2034,2034-07,11401,133576,9.8,96.6,1579502
09-07-2034,2034-07,8465,264360,10.1,102.6,1382939
10-07-2034,2034-07,9412,183658,6.8,95.2,1539077
11-07-2034,2034-07,7880,235417,3.3,104.3,1298126
12-07-2034,2034-07,10515,218231,2.2,99.8,1645283
13-07-2034,2034-07,8394,89962,8.9,93.7,1047448
14-07-2034,2034-07,11129,166946,9.7,98.7,1866755
15-07-2034,2034-07,10014,104212,5.3,90.6,1198868
16-07-2034,2034-07,9321,85972,1.3,96.1,1333383
17-07-2034,2034-07,7426,151975,1.7,104.3,1000000
18-07-2034,2034-07,10018,274440,8.9,93.6,1493253
19-07-2034,2034-07,7900,95558,4.8,92.6,1000000
20-07-2034,2034-07,9923,223679,10.4,99.9,1396297
21-07-2034,2034-07,8063,121885,9.7,99.7,1000000
22-07-2034,2034-07,8100,263608,11,92.9,1789518
23-07-2034,2034-07,9030,245246,0.3,92.3,1900000
24-07-2034,2034-07,9431,141880,2.6,101.2,1781052
25-07-2034,2034-07,10904,225137,10.3,92,1900000
26-07-2034,2034-07,9098,290388,6,97.6,1900000
27-07-2034,2034-07,7845,242178,0.7,93.6,1460901
28-07-2034,2034-07,9733,239961,7.5,90.6,1896078
29-07-2034,2034-07,7825,221726,9.2,100.2,1445381
30-07-2034,2034-07,9082,185149,9.4,99.4,1338384
31-07-2034,2034-07,7871,110383,4.2,97.8,1350772
01-08-2034,2034-08,10017,82427,7.6,104.4,1189433
02-08-2034,2034-08,9841,263262,10.6,101.2,1838976
03-08-2034,2034-08,7430,201369,3.3,102.5,1065201
04-08-2034,2034-08,9456,101228,0.9,103.4,1227757
05-08-2034,2034-08,9896,92048,9.7,94.3,1248699
06-08-2034,2034-08,8483,172232,9.4,93.7,1000000
07-08-2034,2034-08,10652,136023,7.9,96.4,1725268
08-08-2034,2034-08,7598,171504,5.2,101.7,1032833
09-08-2034,2034-08,10666,99250,10.5,101.4,1734568
10-08-2034,2034-08,8129,94441,7.5,99.1,1333624
11-08-2034,2034-08,8918,296536,11.6,99.3,1698485
12-08-2034,2034-08,8158,124668,2.2,90.5,1447136
13-08-2034,2034-08,7700,232456,4.4,97,1092858
14-08-2034,2034-08,8623,157221,3.7,101.2,1000000
15-08-2034,2034-08,8098,81234,5.5,96.3,1000000
16-08-2034,2034-08,8140,234265,8.9,103.4,1856422
17-08-2034,2034-08,11174,170713,3.8,90.1,1337385
18-08-2034,2034-08,9381,126543,7,99.4,1000000
19-08-2034,2034-08,11370,84014,10.1,97.1,1623881
20-08-2034,2034-08,8193,249154,8.8,96.6,1617955
21-08-2034,2034-08,10022,90607,5.4,100.7,1482986
22-08-2034,2034-08,10561,147225,0.5,96.9,1534033
23-08-2034,2034-08,10754,88992,0.7,101.2,1002775
24-08-2034,2034-08,9038,247554,8.1,94.8,1900000
25-08-2034,2034-08,8131,218548,1.1,95,1350699
26-08-2034,2034-08,10566,218876,1.1,91.5,1434398
27-08-2034,2034-08,10609,135977,5.8,104.7,1138791
28-08-2034,2034-08,8724,126665,5.7,101.6,1655420
29-08-2034,2034-08,9594,141919,9.9,93.2,1000000
30-08-2034,2034-08,11218,292449,2.8,92.9,1900000
31-08-2034,2034-08,10559,96138,2.8,93.1,1117806
01-09-2034,2034-09,10473,117267,6.6,101.2,1103604
02-09-2034,2034-09,7815,285983,11.5,91.4,1900000
03-09-2034,2034-09,11071,201606,4,102.2,1815684
04-09-2034,2034-09,8938,160039,2.1,101.3,1315421
05-09-2034,2034-09,7706,149347,4.9,104.8,1414659
06-09-2034,2034-09,10041,103321,6.3,104.7,1328214
07-09-2034,2034-09,9923,206870,6.5,91.4,1134122
08-09-2034,2034-09,9894,210678,5.2,98.2,1134968
09-09-2034,2034-09,8415,130470,2.7,100.6,1671815
10-09-2034,2034-09,10077,105363,4.8,94.6,1012032
11-09-2034,2034-09,10724,99343,11.2,103.8,1728324
12-09-2034,2034-09,8228,286992,1.7,99.4,1320213
13-09-2034,2034-09,10871,238704,5.1,97.7,1900000
14-09-2034,2034-09,8929,294789,5.5,102.7,1655122
15-09-2034,2034-09,9840,125975,9.9,93.1,1583467
16-09-2034,2034-09,9798,120687,6.9,98.5,1520072
17-09-2034,2034-09,7760,157357,0.9,97.6,1323260
18-09-2034,2034-09,9243,209594,11.2,99,1687779
19-09-2034,2034-09,11200,142821,0.8,92.9,1471688
20-09-2034,2034-09,10272,230662,0.2,93.7,1380274
21-09-2034,2034-09,9521,211713,1.3,101,1072936
22-09-2034,2034-09,9296,269170,1.3,93.7,1806803
23-09-2034,2034-09,8874,132667,5.3,98.2,1377067
24-09-2034,2034-09,8915,170048,8.7,93.4,1000754
25-09-2034,2034-09,9743,212725,9.5,104.9,1102624
26-09-2034,2034-09,10184,151918,8.4,93.3,1208136
27-09-2034,2034-09,10780,284616,11.1,96.4,1602418
28-09-2034,2034-09,11072,265161,9.6,97.7,1594372
29-09-2034,2034-09,8263,206293,11.3,96.9,1383555
30-09-2034,2034-09,10440,184048,11,94.2,1463632
01-10-2034,2034-10,9935,225286,6.6,92.2,1412158
02-10-2034,2034-10,9068,213749,9.6,104.1,1682526
03-10-2034,2034-10,11020,287191,4.6,101.1,1506561
04-10-2034,2034-10,8525,150734,5.1,103.3,1674386
05-10-2034,2034-10,9426,99805,5.5,101.5,1031368
06-10-2034,2034-10,8909,177397,6.5,101.6,1180345
07-10-2034,2034-10,8155,161303,5.8,91.3,1222634
08-10-2034,2034-10,9924,268466,11.3,95.5,1900000
09-10-2034,2034-10,10731,190151,10.4,96.9,1524606
10-10-2034,2034-10,11224,198880,11.7,99.5,1692510
11-10-2034,2034-10,9186,270368,5.4,101.1,1286769
12-10-2034,2034-10,11292,92304,1.3,104.7,1738148
13-10-2034,2034-10,11460,252217,5.8,95.6,1900000
14-10-2034,2034-10,8489,157674,5.8,94.9,1000000
15-10-2034,2034-10,10086,94707,5.7,100.1,1232741
16-10-2034,2034-10,10746,235417,1.2,104.1,1729660
17-10-2034,2034-10,7934,209650,3.9,101.2,1219922
18-10-2034,2034-10,11195,296369,9.5,97.7,1900000
19-10-2034,2034-10,10368,246896,3.9,97.9,1713335
20-10-2034,2034-10,8240,194552,1.7,104,1767979
21-10-2034,2034-10,11172,128227,2,103.4,1282552
22-10-2034,2034-10,10798,283137,0.2,98.3,1494246
23-10-2034,2034-10,8019,213226,3.2,93.7,1178700
24-10-2034,2034-10,8738,213297,7.1,92.6,1887699
25-10-2034,2034-10,10262,148796,10.9,98.5,1482021
26-10-2034,2034-10,10890,136893,3.5,92,1087574
27-10-2034,2034-10,10249,219598,1.7,92.8,1287360
28-10-2034,2034-10,9141,261150,1.9,98,1465092
29-10-2034,2034-10,8989,148401,5.4,102.8,1668626
30-10-2034,2034-10,9603,299474,0.6,90.6,1525332
31-10-2034,2034-10,8301,223436,7.6,104.7,1593538
01-11-2034,2034-11,8471,150228,10.5,91.6,1000000
02-11-2034,2034-11,10010,299678,3.1,93.3,1607882
03-11-2034,2034-11,8429,227820,9.7,96.9,1825723
04-11-2034,2034-11,7541,252330,6.3,101.7,1341376
05-11-2034,2034-11,8553,164008,1.8,97.9,1539974
06-11-2034,2034-11,8315,277745,4.3,91.8,1900000
07-11-2034,2034-11,8736,282712,11.9,103.9,1247326
08-11-2034,2034-11,10709,99569,1.6,97.7,1000000
09-11-2034,2034-11,9077,233585,10.4,102,1884165
10-11-2034,2034-11,9386,258492,7.5,96.1,1350320
11-11-2034,2034-11,7716,222543,2.4,101.1,1074000
12-11-2034,2034-11,8074,247884,1.2,92.1,1347438
13-11-2034,2034-11,10497,165015,4.9,96.1,1242894
14-11-2034,2034-11,11376,124940,3.5,103,1131107
15-11-2034,2034-11,9254,269532,10.6,92.5,1692175
16-11-2034,2034-11,10118,189641,2.1,93.5,1635726
17-11-2034,2034-11,8469,182129,4,99.3,1579450
18-11-2034,2034-11,11392,188640,8.8,101.1,1704377
19-11-2034,2034-11,7274,116666,2.3,98.8,1000000
20-11-2034,2034-11,7528,246858,9.4,102.3,1658285
21-11-2034,2034-11,10608,137554,1,101.6,1439621
22-11-2034,2034-11,7382,133528,11.8,102.1,1416022
23-11-2034,2034-11,11282,226981,11.7,102.3,1900000
24-11-2034,2034-11,8394,89929,7.3,93.7,1497359
25-11-2034,2034-11,7319,280656,4.3,95.9,1900000
26-11-2034,2034-11,11257,273725,6.2,93.6,1900000
27-11-2034,2034-11,11269,255458,6.6,98.6,1543309
28-11-2034,2034-11,11030,193675,0.5,99.1,1185887
29-11-2034,2034-11,10707,165942,3,90.6,1893159
30-11-2034,2034-11,10987,119818,6.9,103.9,1748696
01-12-2034,2034-12,9992,113295,1.6,103.8,1574748
02-12-2034,2034-12,7630,180048,0.4,99.2,1543254
03-12-2034,2034-12,8826,115818,6.1,104.3,1517464
04-12-2034,2034-12,8152,259378,11.7,97.5,1687593
05-12-2034,2034-12,10227,234928,11.6,97.8,1234695
06-12-2034,2034-12,10436,209691,7.5,103.4,1432598
07-12-2034,2034-12,8033,204907,4.8,101.3,1179490
08-12-2034,2034-12,9887,82151,8.7,95.9,1000000
09-12-2034,2034-12,8368,149776,5.9,104,1735703
10-12-2034,2034-12,10115,94374,0.5,97.7,1484686
11-12-2034,2034-12,8392,156814,4,103.2,1662320
12-12-2034,2034-12,9409,105005,1.8,102.5,1294822
13-12-2034,2034-12,9785,116544,0.6,93.6,1330537
14-12-2034,2034-12,10272,82728,11.7,94.6,1000000
15-12-2034,2034-12,11124,181045,2.9,91.2,1772748
16-12-2034,2034-12,8351,116432,4.5,95.3,1617473
17-12-2034,2034-12,11024,277765,1.6,104.6,1478949
18-12-2034,2034-12,10845,186096,6.5,103.8,1532656
19-12-2034,2034-12,10675,109178,6.9,95.6,1676311
20-12-2034,2034-12,11223,150902,3.8,95.6,1598949
21-12-2034,2034-12,9281,108893,3.6,95.8,1311163
22-12-2034,2034-12,8905,219173,2.9,98.5,1489103
23-12-2034,2034-12,10167,153736,7.8,94.2,1294111
24-12-2034,2034-12,10477,247234,11.9,90.6,1702229
25-12-2034,2034-12,8724,280856,8.7,100.1,1652410
26-12-2034,2034-12,7533,154353,11.3,92.6,1093093
27-12-2034,2034-12,7363,218069,5,92.5,1042867
28-12-2034,2034-12,11272,291499,8.6,104.7,1900000
29-12-2034,2034-12,9717,223191,8.8,98.4,1735684
30-12-2034,2034-12,8185,248735,2.6,94.3,1881512
31-12-2034,2034-12,7938,223677,8.2,100,1184395
01-01-2035,2035-01,7339,201571,2.1,101.4,1820979
02-01-2035,2035-01,11135,169152,1,93.2,1533654
03-01-2035,2035-01,9977,146452,8.8,95.6,1504645
04-01-2035,2035-01,11196,217020,0.1,95,1757490
05-01-2035,2035-01,11403,130402,11.6,103.5,1655883
06-01-2035,2035-01,7812,168791,9.6,99.9,1619471
07-01-2035,2035-01,9491,180867,2.9,93.9,1556165
08-01-2035,2035-01,10981,188248,6.2,94.2,1672469
09-01-2035,2035-01,10395,297921,4.3,103.3,1382528
10-01-2035,2035-01,8832,244518,2.4,93.8,1522194
11-01-2035,2035-01,9163,250552,11.8,103.1,1900000
12-01-2035,2035-01,9616,213575,10.6,103.5,1777852
13-01-2035,2035-01,7608,275552,1,98.4,1900000
14-01-2035,2035-01,9173,199061,1.3,94.8,1581694
15-01-2035,2035-01,8449,294753,8.2,99.6,1900000
16-01-2035,2035-01,8805,94795,9,96.7,1440875
17-01-2035,2035-01,10457,276609,10.4,91.8,1330299
18-01-2035,2035-01,9221,246485,9.3,93.9,1434700
19-01-2035,2035-01,9497,255799,9.7,103.5,1900000
20-01-2035,2035-01,8290,279093,11.6,97.8,1650281
21-01-2035,2035-01,10199,174292,2.5,96.6,1567568
22-01-2035,2035-01,10005,120857,1.3,104.1,1712920
23-01-2035,2035-01,10028,216824,0.3,104.9,1369774
24-01-2035,2035-01,8833,135323,8.2,97.9,1138752
25-01-2035,2035-01,8347,98270,11.3,104.1,1000000
26-01-2035,2035-01,11022,178422,6.7,96,1513590
27-01-2035,2035-01,8871,216573,9.8,103,1592948
28-01-2035,2035-01,9636,125526,8.2,91.5,1748973
29-01-2035,2035-01,9266,249140,2.7,97.2,1900000
30-01-2035,2035-01,8430,269330,2.2,96.6,1401288
31-01-2035,2035-01,10937,84014,11.9,97.4,1125720
01-02-2035,2035-02,10602,261963,6,94.2,1769078
02-02-2035,2035-02,10086,146046,1.6,101.5,1763668
03-02-2035,2035-02,9168,197418,3.1,103.1,1626314
04-02-2035,2035-02,10059,114521,10.5,98.5,1704786
05-02-2035,2035-02,11212,283728,4.4,100.6,1718906
06-02-2035,2035-02,11248,81546,9.2,93,1552868
07-02-2035,2035-02,9232,152508,9.8,91.6,1131743
08-02-2035,2035-02,7394,194769,11.8,92.9,1179174
09-02-2035,2035-02,8992,87121,8.2,103.5,1000000
10-02-2035,2035-02,8292,197171,7,103.9,1843805
11-02-2035,2035-02,11324,277809,5.4,92.2,1416585
12-02-2035,2035-02,7597,173653,10.3,98.1,1000000
13-02-2035,2035-02,8250,132190,10.3,102.3,1549507
14-02-2035,2035-02,10695,163931,1.9,91.6,1525209
15-02-2035,2035-02,7441,194945,0.5,103.8,1415367
